netTime,clockTime,unique_id
9419,9425,37e34ffa979ac0965c5a669de7d495b3ff9bf58c
9809,9818,f45a70aa21c97bb366aecaf458ac832d97c16728
10568,10573,4a8b8e579f264b0376f943406cdab7b0541a1f48
9438,9443,ff9a01551920449d2da2514020bd64e3effe50c7
9440,9442,b149f2aba3302068420f00d8b389cbf8f855cde3
9440,9446,a60c1a7fe463a7144fb7e746ef9971ce02dc052b
9445,9449,cd15ee54a74bc4951b1460140b216340e5fe22aa
9249,9257,fa308e0c5b8f386f3562d797ce021cff8033db2d
9458,9469,c5ae6eddb9e395a50ef07f829d36c1a1c9c1aade
12151,12155,a595f1553fc041a5a69eeca46165ad6810dbadd5
9459,9465,06984c615e4ce768bdc1f609b62f15124d2b8ff2
9465,9471,cd5cd76a7cf8fa8dc5eb10b86c162252be31aaf0
9472,9472,08b9edec01fdd5bad9367ed6111f910741ff7ded
8771,8773,81ab5645a8a60c756a6eb4ebdab5f31c3a8fe04f
9495,9510,7f60417bb4b8725576b9124813f9b00d4074cba5
9844,9848,b8f3883bd6b4a9ecc15676217ec57eed50befa95
9365,9372,40e7b9d1db9d934ce63e11da9724053b3bf9ba72
7620,7624,540791e56aec6b7491d4dc30f0e9e9e6c309b14e
9506,9514,ec1fb59ea49dd3ade1add185c47355310d891867
9508,9508,6719550e73197d9eb8880408bf169da2de5e5672
9509,9516,9c802d7d5db4ded5df6510814af0301f5b7fdcfd
9851,9856,90cecbbae93a82c2f241186a875540ecec8617be
9518,9524,9a0417b3fc20bc4247991152bab0fdcb554e1ee1
9522,9522,904ec943ab4a68a9c1f10ee774f9a53190a5ecca
9522,9536,9cc19aa716505efe8d4dec5dd11873272eff0649
9524,9524,6a22e1aeb423d6a9585a6afecb589d17464484db
9527,9532,d9fff22656abebc16196f38856a1865c30ce3473
9531,9531,d9c95dbac2156e395b956ab6ae87cd47b02ad075
11315,11317,b3e0cbc24d9325afcb3446babed80fda6defd084
9555,9559,3c1a084040d728214f53f7b914379b07b6c9ca34
9556,9560,a42360afdeb5f83b36ef15e37b4427f42ca22750
9556,9563,5f314bef36ec9d13fb18b9ee416f21779e4933de
9560,9562,1d8394ccdf377c0427a0fde12c016fa984b47809
9562,9569,6210f61aa6a41d9bf05aeb66d93885bd88933c02
9296,9305,321d2c8aebafbba0d63989f335acf0ea0a12c90a
9571,9571,cc69b73c6f522b9d1d00632fdc2c556c415dae2a
8447,8455,7185d31df4cb8aed2ad7fad22b2f0d3a35139a7e
8787,8791,70ed5c405782c670365fc07f7e659c367dbc884b
9579,9585,2efe7495aaf8431faffb72c70c1b5fa4879e5e13
9582,9588,e77d2a96dd8807f963d3eef8eb372d44a8dc7ccd
9586,9602,950fd686bb19dd4fa650998448418830252c6e62
9587,9592,d681e2d34189f0223ff6c6d9966c8de86413e958
9587,9589,0b92d051d428b9c092fd9b71add4a4f007c782fa
9590,9590,7f8c75f45fe4254a8d08fd560142911854917d4b
9590,9590,fe2f80637dc2feb3886b72d10a44c50c8e9b6fc5
7489,7489,fb0a451450bc54b2900d7b2f90f38a6b57c89d87
9603,9608,6d861eb5e1f3f82fc0bfb9ab3ceed0109f337ce2
9603,9613,cd219e30716219ae19bc7c638b67d714d978ac12
9604,9611,34e628190c5726d5b21a2516dbca1c034622d708
9977,9983,8d2268461a7a5f2fa4d2b21cbdac8f952ae4f6ff
9617,9624,ec7d69c0616522dbaca840949499f1684adfb7cb
9619,9625,5e6c9e8f56eccdb589076d8c54cde84069ca2231
8279,8284,7f39e81146c661c0e24c6d3524f63e4015b15a8e
10130,10136,d65aaeeed50b6cf768d1174cf3fbcf7226b56324
10232,10240,84cfe8e40e577949282a777c9c74157bb80cc2d1
11918,11920,4daf333662113a783484f32a5ea1321f0254fda6
9642,9651,aa4635be59f9e840ed0b63692fc7a88500d04cdb
9980,9988,2e3f562eab39d0005feef476961cba798e25e3b8
9683,9687,b65cd866fe2ec953a8609836006b74c679eb145a
10948,10953,78ce51c2f8fcd36e2200b1be19d703f47e8351ed
9448,9452,3424e390940edab4cb69e1cc591d928a5852913f
8909,8914,79a066cc22c6eaeb8481d2b11e08004d504ce07c
9665,9670,f9d351ff6e57ec2323444e6a480043283565b3d1
9670,9674,91d9c0c373b3947507e0a0ab1e0825f334b1a2ce
9670,9680,d55346d106c97fb72e8775a861524a135920b4ac
9674,9674,cf5cd7493a061cae3dd0b4e98caf61d0f04d13a3
10297,10297,1bffded6299a97e67cb9b7e939724ba92a11ddfd
9681,9684,803bec98e005a15b9f31f0f80ddddf64b7114aac
9682,9687,cae6455276726879fcb712b536826f76729f98a5
8757,8762,3d63901aa8be7c24a766743ee10a57586fb6c18b
9684,9687,a62daf0cb2d51d9f3b5ac97dc8851d472ea2cc85
9690,9702,d27009cbc170a78eb6682775cd085c7aa43d725f
7442,7444,ad1a9ad6d99dd370b1201a82c42d9d53deca9333
9697,9704,2ce536ce1ec2a1b84359a527083d891dd44d1ef6
11067,11078,2d6b9da36bc5ed6be112b8f3867d9dfb8d8234ea
9701,9711,e5545203485020c0907ee271ea237362c9729ede
9709,9713,4533e8d518e261624356945b973c09781c0403d1
7302,7310,515d0b3a427eba78fad8a3bebbc9ad13b0d5635c
9713,9721,6bb321a7033c287f54a1acdbd35a997cd10ba8f3
9720,9725,b0c7566a34ae96ad308006c2374e3ea720c8ec73
9721,9721,88fd0bbf7e3754af2bfc86f11aefa6a62fdfbe61
9726,9745,0fc5d3840fbbd8f64281e2ddd8fa31013d5c7130
9735,9831,cb91d2f9e953431badeedba5cec2f4eaff0e4506
9735,9744,19a073887f99b33ceaeee0ba6272e71a03e5cc0c
12170,12172,1f30ba1b8642e9aabcb42625993e667483c2afbf
9743,9746,f729440b78eb625445e50856eabe3e627c1ec4aa
9744,9749,e201029570a46c6feca8fddd4b569dc07e8907a4
10410,10418,8aba89f2b27ddd4fc6d5135004263622eb83c792
8535,8538,79f6b84cb3164bdcb139d7ae73f65cb136a6b592
9280,9292,f94d650b589a8f1c50a45cdf78a23457a86e5073
8913,8919,ba0c245c212b450f7bec51e85cf5586a8a0a39b8
9752,9760,1b855c45070b80d0eaef1fb5635731f878e049e1
9269,9276,66df518c9c79c9a4c3e13ecccb4f86a2c0d9e5d4
11042,11053,006c8a7dc6190951442ed3868ea30eb62515e06d
9761,9781,495cfd882ecb96eb18d4dd633fabda74f874bcb3
9762,9768,62076fc180b1c0a4699201568e52697685d5a64d
9763,9769,6556fecd908d46316e1e9f849058cd53ffe93023
9763,9775,52b570c98e136a10026eac80fcdece32cd9c3320
9766,9769,b594cf7f88587741cd461d4a96e7ffec68318b36
9767,9802,770ab6405b429e9182fc65a002542a3aa56c4b83
9769,9779,a25ed0b1f7584db2c4694f0532645d300ce4bd4b
9770,9781,910dddc95fedb4da4df795c15770793c2d8c6fca
10330,10333,aa3f3bcb4201e1752e1422c400660cfb0d35d00c
12969,12995,12308f4760e8d412e9c825e091838d62a6d07830
9777,9781,493e1255bb773eca4ee3a51b48a2875e5000c2d2
9777,9784,67b6621460af37a934b1ad8bbfb92f6f0818bbfb
8986,9010,09d670672c8a90f0edfe16963603e2037ee00e5f
9781,9795,7045a727b0b4d737c42d84473a563384c3f4fa51
9784,9795,5d0fb0c3f5890559aa2bb6895a70fc3d92546dca
9785,9798,e04662f21050a4b090825afeae67784972d4c409
10563,10707,a9516329f057465bbfb59abc30cb36bd1b630ac6
10950,10959,a77d64ef551871bd8cf10df56da39a16bf765dce
9947,9959,4f5e86624edaa9f80395a2411695e4faa447128e
9793,9796,8ad103831f8a7ecb0404f2e0565f4728f45e60c1
7327,7332,d6ef2505776557d1760d711f6c2f118b89a4011d
9803,9813,367ad3c9699faf4392db9fc28fb92d3650fa537f
9805,9810,0d58d594220cf2aa16f0026612ccf6e74200a87c
9016,9024,95accf59a95ed23da846aa142e042b036c05362f
12882,12885,2bf597b8cfb2513e8d4aa6c200c6bdcab88d940f
10134,10145,c207855128b5ad058ddc4afcbd054dc99cbe99a6
9813,9820,d6749d843b1e9cf851890b6772427e9763741486
9056,9059,681f277960018a09d432c74dc48e34fbbe27db0b
9820,9827,d489d100b0bfa3432df8b69c9bbdae83ab7143f3
8112,8112,1d4fe12c5556d7a15ef3f375c7cf19fc1f3d7613
9824,9829,3a4eb048becf5349c4c9bdc1a3b20996f19c59a5
9827,9838,a2832c11b941620d92ca6bd323ba8ba08ef60cea
9827,9839,607dd394f170e936f9aa08aa20908bde069bed56
8689,8698,ca51f27684c8d5aaaec7bc74a1399e3daff5d69a
10298,10305,cc1462e503df63b7399e32547626d7a27aeb357d
9838,9844,76442236b87416b80e13f39c4ee5992b78f093a3
9561,9584,d4e9913037437c3023c215c025c5d879b543e9f9
9839,9851,4d00f73a73caa635bc7faa35d8609e9b8e15bc44
9037,9045,38a5e6dc2229decc5fd1b332d5fc33314cf7e0c4
9843,9855,a00e4188e2eab9b7a009edc587dee12ba4e7bacf
9843,9847,5d6bf541224e5e727526dcc1698b9055c8c1af28
9844,9905,74f1cf78a01058de874d0411c09e504982533ad1
10927,10943,58920ecefd3d1812d5d2624d8ae2ca5b989eba38
12389,12404,0c34c9e7b86c2374960be08487dfe29785f7905f
8197,8202,672c724a068f472fb04a61d16de021c49338f2f4
9737,9740,682dfe0c656ccfe9766551b55dd1333882d759fa
9853,9858,b01e6d8d00acb58b5c68c8b6eb15a519764d2dd8
9855,9862,110dfd5bb45a55220f393d5ab00333aea24c5c0b
9856,9873,ac711eacf0cc450d174d3de6c72a66ec3a4d2b04
11431,11441,b448f893d57dad77a81928d410a92108a88d3743
9859,9876,39a57f060c4226469949391572416f1be821bdce
9859,9863,931556074a7ae4b3889a4f3dc91762ea3cacab76
9860,9882,700e9a3e1837e5b792b0341a0e7d45bfa2df09dc
9861,9871,b5b7a8a8fd7efcc4a371447511eb65dc2040650d
9860,9860,1df41c92fd261c358fd661faa4b0ab8f6f52f103
9298,9303,2ff9a9a94b06c498a5572da7e0bb4885fee565f4
11535,11541,ecbc7c6ea5da38cef01e5d179503f8d390dc2a53
8483,8486,f464d8c594b817bd305ee783067be2bbfdc47a89
9872,9895,add5b8b1e8f81c6ac7919de8995f5b16a38a25eb
9875,9916,0bc2f434bde102b546d497e4808afefd5ccd2019
10938,10982,6b0df6e8f49066491e676acf76fdc25ba75eef52
9879,9885,29ec5e3eec1f4842ef17e6c07b9a2221b8d1c0a6
9883,9888,4503419bf572acc621068b4baa6975d426518dfc
9883,9892,aaddb9313e7c6d8091b7d4b02d13ada77ec7c867
10014,10019,c00e754a3ef6146ad260cba810485425b119bdec
10610,10626,675ec2319859d037ad59f57a2540f3322d397a7e
9893,9897,1e9511fe8c00083ad69dca437ba6fc20e8ccb233
10925,10934,9562c9aabc94898bb39d091c15e9feccfa813602
9898,9906,80361d3bc2d611a3748c5ae2b35222c650d0f217
9900,9909,1b35dabd083d16814616c9bc062b6a3d7111b57c
9904,9909,7a1903332000b5454d3958a4ddd3e4278dda7744
9906,9915,ece06f910e67d3b5f56c6bd9d26668493aaad482
9909,9916,0df5028b2d55aafa38d1dc6c93656f77d7b9dc09
9910,9920,c505779289f032558805c66f48c69c92cfff3f42
9442,9453,d6b2e7126c91bc5534ccdec3baf0beb795e16259
12409,12419,037483d8b2a3b71605f87bc11150ddba1c52fafc
9919,9924,f21334566e4464fd61107f5acae28a2fbcfafd11
9919,9926,71a9ec6b5c0d5e1ebff242256c8c1e2611d85c43
9920,9928,7936dda969c1821187a1cf3125837613ce3cbca7
10157,10167,c936a8608fc2fa628adec9821cf9a87c8caf39c8
9212,9216,de08cd7855206ab3bb5736a8ec1152e7abd99662
9931,9938,17ab8376d6379a26925241020fd0a150e42b9137
11626,11626,5f6721b6c193ee4a1ffef6aafa422ce402246e41
11681,11705,91ecb7277551f945b5989562c80964f4cbaf1308
8777,8782,69f3b7a2da8e63440de24f5d3dd4662ae2981783
9941,9941,a9281a6f8c54a9cf2cd398e51d39ee6c60405e05
7971,7978,b2038eedcdde7b8558ceef4c573db6eb4ac6ec12
9945,9956,8347d040f997c67f7599689f5b77d519845cd84a
9946,9960,594779215027b0318b84b4c2f0ba05a4f66dd7a1
12301,12304,5f1ed3fc74cd713aec96133f87cc7afdff61c299
12585,12596,039e5dd085c12ccbbad68a7d98aed3723cf6ce1b
8761,8767,67c529d1336b96eb9cba8ae088f79509d024d07c
10009,10017,7acbc7d9e76614b0538630e8b6335e5de3e02e2c
9955,9959,4cf7a739a1f9cd061fdd4f0816c4b6043740074d
9958,9962,01b101840898973fda9372a2ffb2aa699c985233
9959,9966,5de536dbc4236dda5554c715902e66a9ac1ff402
9961,9971,89e8ae6b652d128bbe5ad41c25b84970c4add7d0
8643,8694,496c6730ec47c69e94a0f5448d9495e7bb2275f2
9963,9969,6ef910235fbfc6418a12006abc35b54b941c011f
9964,9972,6b88edc155af8c322e96bc3cf46f296b3e4cb102
9967,9971,e7562980bca00d57517c1054a5ab21600c55bc33
9924,9929,c54af141bf65627560d0abf580fb46ad311d4f6e
9286,9290,9c030f885546694872249c44cf97f4fbfbb13834
9981,9990,4769066fcb17b7be082948d4f01da9fdf481c132
9984,10002,322550bd07a6b1d13099da13d3605bd046b7f671
9045,9061,93421e9883e95a8ee1f2014f201a590ec2501886
8853,8858,13a2f0db218f31b67be29fce341d2e6c514c0dbb
9991,9994,373e8600a007dc7ee570508d57d3da30fc2c271d
9995,10003,77d9f73ad6f18a65a417a22614e8635809b1b446
9996,10035,5dbd14f2eb11d0a56b29cde44dd5cd98111bfdef
9997,10008,850d0f1b768ee9c8c3e19fa226fbd27fe2af87d4
11181,11216,166632911b43cc2a7c945d47431412c6784764b6
10004,10006,26f2547318dde31fcd6c29f74bb1c2494e1af874
10005,10016,07283196d4827e5a16faf7dbe7ff8e8540bdfdfd
10005,10005,e730f796ae683abf3d4d151ababb9d6da18f1ca9
10008,10013,daf68bb77b859b09f4f50c6ba81c0ee8735ce46e
10009,10019,e8b8b82b1ea0bdac6f80524e4f62163774e28272
9429,9431,dae2379e19213e9ea7fff107751dc04282e56346
10009,10045,1b7b0dee435f918b4c06fb197a484309ecb936bb
10011,10066,3713083d24326d4c34dacb03fa89887f971e7667
10011,10011,fdf0412e299da1aaddfe7c61214ff7dd9d155258
11028,11045,e5f523a0fb1f8deab88f9677b526d2e362bb8241
10027,10027,fdbbc499c4bf1116f0f63a32fcbe2576b736bfe5
10038,10047,82a2e773537663c24193830186620f73b3ea3d08
9747,9761,3f25b7054c5e492b12908947c64857bfa015fd22
10030,10043,f18b6c259689adce06325d5ebe16bb6b3eb65a6b
10030,10077,b162ed71e67cb09de686b35bd534ebf8c57848c2
10031,10037,36bd274d6ea5da5838ecddf13de59ffcc46a7648
10035,10043,07ef354ee33a07219b0b8123ce6b52be7cb6f180
10037,10042,c5d35b71ad54a5388ca94375d7094a418358b7ea
10037,10088,af03cae5c214b86c1a2f0697a04e1ee1f784f66a
10038,10046,2ece6ffb82919c8205950d8a779db21f7f911589
10039,10051,75c09568c12c59d1efd8a6f2262567c2cebc28ca
10043,10046,a639bf5c7fa8fbde7ddc2e317dba7c869fec6e06
9300,9305,4be58a1f76da314410bb89cf6f2d247fc90cdb04
8277,8285,aea5b7950f1d9128fe2887b4df8195a81de5a2a3
9678,9690,17d1cb2e7b42bb63b4928ddb0b40a2508cd0a1ad
10049,10055,67ceea4020514fb09e49bab8e72b366d233be276
10049,10054,cafc354319a2afb74c651a33289f6a2374373bdc
11074,11090,ad9ce19a7ead9ad5f9da64ae8af3418279256aaa
10376,10384,d75903d036aaf6496158a33a9a1db5d5afe83a49
7734,7740,638a91b796125e7ef8c04b6a41bc80b88ac5d6d1
10051,10057,5e0492b3846d8e98a0fadd41e0cc007242622a1c
10053,10076,0d8df7ff55f2ef6a1232a3aeb289991aa063b937
10055,10065,0941936f3bd59d1734f206ac23452728f3919046
11363,11375,c413809a287f96c34ae4c904bc16b21d46d06703
10058,10069,7dce95807aa5e2e66fabbbcb9f968d51cccd9067
10058,10062,c9ef8066a718476e62f6123b41a568a7488aead6
10060,10066,c7fc830ceb5f4b576812740db606c66a8d6b7722
10060,10064,586ea0da55edbf7d6da82105aee03acc81a98326
10964,10974,c046a0bfcb98cc20e8e67a64f157df89baf3ee4d
7477,7486,baa3e46ecfb57e6691876143b8422bfe8190d6ea
10067,10090,c4e71d72497e554239cd93fd385f141cfde59508
10067,10071,af55f79a07920373cb5d1e73b6abfa941c2137e9
10397,10397,9792676b1485884c422636d30827cb5c449f35a2
10069,10075,ab39ec45814e6c2f4e108fbbd072264a32d8d7ae
5854,5869,c4cad474415684c48dac9241b6dd0ab3f2ea1809
7997,8001,23876d3c43bb42643c98e61f108d75bea387e0c8
10074,10077,c2b981e0ffb41677fb12af6d908060864f0607c9
12502,12510,9a428ad033072d64e150497f8bc453f879a28ae3
10077,10088,a32192f0e731563568447dc49f833b4f1f0b2992
10147,10147,d32d1504b2f22db70f2f3a2dad3d5c9dc4807667
10081,10090,782d5a3b14d36799cc408ad7afedab9552ce431a
11239,11246,2a82981cbaf483f8de3a8efec1096d2297703883
10082,10087,10478ef85db9e99406cd61635939518ddc2e6d03
10088,10116,acfb309dd68b8968482032c0028b8c028aea83de
10009,10029,2e8cf34d17f9b082f0c201ec5619afcebbe83e34
9444,9455,915b7f33c7a707fa64c70d3853b0486ebd740d93
10092,10099,9fc7dabc334e63393ad477a30757c565e2696427
10095,10126,affc74920cb1481c832b10ebd47bcfb90bcf7b29
10096,10101,0422152b0854d0484648cd56554a91136fceb56a
10096,10226,6ede6919270e9708d1c68d0d0e4ad4241c05e001
10097,10111,ab9dad06086af6e12df608c6ca2de379d2fe5175
12409,12409,869bc674463d423bcc490448f6c411d3bd79d9ab
10104,10110,42c77551e7ce1a09058498ee92350885d82c9806
9666,9678,338d8620f6ab69e0b2c0077efdd12a399d04b386
8904,8907,ccb181a7cc9bb57578444f01e28eb94e759e16a4
10106,10133,4ba71e390716ead76cc644baacdfa3f0cfbf0ae5
10109,10132,fa73768fce419956ee66ef7039265bbccbc5c544
10109,10121,6133f2d5129c1e8234e8bf0e7f9f32fc500833a9
10110,10134,b7abcacfc7d9151ce7a8e072349206bb5f233327
10275,10278,fb30fff7b04f82d5a0b58c45ca1fd1fd15db41a0
10651,10694,e417345aaeb9b71ea06ae9265b8a00735399f5f6
10117,10188,043d0e82e493f492826894db41ff3c8e28ad9ec3
10118,10123,7478b248407ef2521dfa187a805676d39952b2a0
10469,10473,d96d1fd98a55d7db64fe3c7882a00d92201a83ab
9736,9748,6d665bfadba3512c0811ccc0f532a09d4c8ef589
11316,11373,82dc3243f125ab134d5652ed75e0a591945d2536
10125,10500,d4b59a84debb6033bbd9b7ae5a763002df2d30b2
7958,7962,0bd38a49256edd23733b5cd0420229b3d233a93a
10999,11029,f1af5e1663b02fb9d0c6a3a22ba26bbbf5957f7a
10134,10153,869781c1b2321d1d03b52acf6fa4725374f5678a
10422,10441,f50e7f9e84299cd284f04860cd905e2b9f228449
8058,8065,ce0641cec9eb5734fb2820a6551211e5741577c5
10306,10314,6ef93c8b2d2224355bc544334234d416b870505c
10794,10849,9ff4daebaf8a29a24716cf5f5b1ee6f15589f58f
11097,11111,9f7697263f42aed6f9b4f91c58c2482ad506dd2e
10143,10156,1fd2f8e8447107e5d457348b6714f7766ef7a202
9748,9750,a1683c6895ace36176b52e9c553aae5768dce118
9362,9378,6201081a0c556b412a6f5b352ceb5b4e08bde5d4
8966,8971,9a297f3c2040f933d52c930734d494fb2f9af287
10149,10154,e05faedfe125d508940ba8bb42c59d5184f1e296
10151,10157,e50d5a6bf2708d41d1d2bfcac7a3b6513426b762
8999,9003,ac06028decb29908a37dfb159ca7680c4963936d
10153,10211,d027f52a4b9f82ed7d08fab0ecc58b3555604041
9292,9312,e6c097f9b0fa5cd19e0cf2854ec8a68e02bf79de
10153,10190,d09d2c740c521e40998215d2a982b8454a8aebdc
10153,10163,9db5cf0d985b9c5cb97ae54072f70dedc40ea6cc
10155,10181,42fc4587f03480955c764de9396895d5edce027a
8333,8346,78fa7899bb371d0b42dbf66afd5324878a531bd3
10157,10246,e1cfcd471cb1d9068776cf0bfb59b24abde7c983
7871,7878,951c5e0f4cebfd6ebd9878118f43efece0846004
9013,9020,b922b8f3986ae3d59bfdd865ea0b73c04029b312
